date	region	sessions	mobile	ctr	bounce_rate	first_action	last_action
2017-05-02	Australia and New Zealand	126	45	0.6111	0.3889	search	search
2017-05-02	Caribbean	42	25	0.5714	0.4286	search	search
2017-05-02	Central America	120	75	0.425	0.575	search	search
2017-05-02	Central Asia	40	27	0.225	0.775	primary links	primary links
2017-05-02	Eastern Africa	49	40	0.3061	0.6939	search	search
2017-05-02	Eastern Asia	273	95	0.5568	0.4432	search	search
2017-05-02	Eastern Europe	288	127	0.5174	0.4826	search	search
2017-05-02	Melanesia	1	1	0	1	NA	NA
2017-05-02	Micronesia	2	2	1	0	other projects	other projects
2017-05-02	Middle Africa	155	146	0.6129	0.3871	search	search
2017-05-02	Northern Africa	196	162	0.3622	0.6378	search	search
2017-05-02	Northern America	3522	1174	0.728	0.272	search	search
2017-05-02	Northern Europe	936	194	0.4519	0.5481	search	search
2017-05-02	South America	217	122	0.4332	0.5668	search	search
2017-05-02	South-Eastern Asia	391	286	0.335	0.665	search	search
2017-05-02	Southern Africa	65	50	0.3846	0.6154	search	search
2017-05-02	Southern Asia	426	305	0.4531	0.5469	search	search
2017-05-02	Southern Europe	183	66	0.5792	0.4208	search	search
2017-05-02	Western Africa	55	45	0.3091	0.6909	search	search
2017-05-02	Western Asia	222	123	0.3018	0.6982	primary links	search
2017-05-02	Western Europe	668	181	0.5284	0.4716	search	search
2017-05-03	Australia and New Zealand	122	49	0.6148	0.3852	search	search
2017-05-03	Caribbean	42	28	0.5714	0.4286	search	search
2017-05-03	Central America	127	76	0.3701	0.6299	primary links	primary links
2017-05-03	Central Asia	32	19	0.1562	0.8438	search	search
2017-05-03	Eastern Africa	48	33	0.4583	0.5417	search	search
2017-05-03	Eastern Asia	255	114	0.5804	0.4196	search	search
2017-05-03	Eastern Europe	314	138	0.5064	0.4936	search	search
2017-05-03	Melanesia	1	1	0	1	NA	NA
2017-05-03	Middle Africa	172	158	0.6105	0.3895	search	search
2017-05-03	Northern Africa	189	152	0.3968	0.6032	search	search
2017-05-03	Northern America	3298	1071	0.7083	0.2917	search	search
2017-05-03	Northern Europe	916	193	0.405	0.595	search	search
2017-05-03	South America	219	130	0.4521	0.5479	primary links	primary links
2017-05-03	South-Eastern Asia	368	256	0.375	0.625	search	search
2017-05-03	Southern Africa	62	46	0.3065	0.6935	search	search
2017-05-03	Southern Asia	343	254	0.3994	0.6006	search	search
2017-05-03	Southern Europe	211	71	0.5071	0.4929	search	search
2017-05-03	Western Africa	67	52	0.4478	0.5522	primary links	search
2017-05-03	Western Asia	232	124	0.2716	0.7284	search	search
2017-05-03	Western Europe	680	190	0.5382	0.4618	search	search
2017-05-04	Australia and New Zealand	91	28	0.6593	0.3407	search	search
2017-05-04	Caribbean	43	26	0.6047	0.3953	search	search
2017-05-04	Central America	116	74	0.3017	0.6983	search	search
2017-05-04	Central Asia	30	23	0.3667	0.6333	search	search
2017-05-04	Eastern Africa	75	60	0.52	0.48	search	search
2017-05-04	Eastern Asia	241	86	0.5643	0.4357	search	search
2017-05-04	Eastern Europe	367	124	0.4223	0.5777	search	search
2017-05-04	Melanesia	4	4	0.25	0.75	other projects	other projects
2017-05-04	Middle Africa	174	161	0.5747	0.4253	search	search
2017-05-04	Northern Africa	193	158	0.3161	0.6839	search	search
2017-05-04	Northern America	3529	1074	0.6591	0.3409	search	search
2017-05-04	Northern Europe	942	189	0.4108	0.5892	search	search
2017-05-04	South America	228	118	0.4123	0.5877	search	search
2017-05-04	South-Eastern Asia	382	250	0.3063	0.6937	search	search
2017-05-04	Southern Africa	41	26	0.2683	0.7317	search	search
2017-05-04	Southern Asia	402	297	0.3955	0.6045	search	search
2017-05-04	Southern Europe	236	69	0.3983	0.6017	search	search
2017-05-04	Western Africa	55	47	0.4182	0.5818	search	search
2017-05-04	Western Asia	241	144	0.2822	0.7178	search	search
2017-05-04	Western Europe	676	166	0.5429	0.4571	search	search
2017-05-05	Australia and New Zealand	113	50	0.5752	0.4248	search	search
2017-05-05	Caribbean	29	18	0.5172	0.4828	search	search
2017-05-05	Central America	107	62	0.3645	0.6355	search	search
2017-05-05	Central Asia	26	19	0.2308	0.7692	primary links	primary links
2017-05-05	Eastern Africa	57	54	0.3509	0.6491	search	search
2017-05-05	Eastern Asia	225	77	0.5244	0.4756	search	search
2017-05-05	Eastern Europe	274	116	0.4526	0.5474	search	search
2017-05-05	Melanesia	1	1	1	0	search	search
2017-05-05	Micronesia	1	1	1	0	search	search
2017-05-05	Middle Africa	159	145	0.5912	0.4088	search	search
2017-05-05	Northern Africa	184	149	0.4185	0.5815	search	search
2017-05-05	Northern America	3203	1099	0.7178	0.2822	search	search
2017-05-05	Northern Europe	851	191	0.4195	0.5805	search	search
2017-05-05	Polynesia	1	0	1	0	search	search
2017-05-05	South America	227	128	0.3921	0.6079	search	search
2017-05-05	South-Eastern Asia	359	260	0.3538	0.6462	search	search
2017-05-05	Southern Africa	60	49	0.35	0.65	secondary links	search
2017-05-05	Southern Asia	358	285	0.4218	0.5782	search	search
2017-05-05	Southern Europe	202	83	0.4505	0.5495	search	search
2017-05-05	Western Africa	55	44	0.3091	0.6909	search	search
2017-05-05	Western Asia	227	136	0.2467	0.7533	search	search
2017-05-05	Western Europe	653	174	0.5161	0.4839	search	search
2017-05-06	Australia and New Zealand	104	54	0.6635	0.3365	search	search
2017-05-06	Caribbean	43	37	0.3488	0.6512	primary links	primary links
2017-05-06	Central America	125	87	0.264	0.736	search	search
2017-05-06	Central Asia	35	20	0.3429	0.6571	search	search
2017-05-06	Eastern Africa	41	30	0.3415	0.6585	search	search
2017-05-06	Eastern Asia	244	114	0.4877	0.5123	search	search
2017-05-06	Eastern Europe	275	126	0.4909	0.5091	search	search
2017-05-06	Micronesia	1	0	1	0	search	search
2017-05-06	Middle Africa	106	97	0.5943	0.4057	search	search
2017-05-06	Northern Africa	183	151	0.4262	0.5738	search	search
2017-05-06	Northern America	2629	1136	0.7033	0.2967	search	search
2017-05-06	Northern Europe	797	220	0.3965	0.6035	search	search
2017-05-06	Polynesia	1	1	0	1	NA	NA
2017-05-06	South America	193	118	0.4145	0.5855	search	search
2017-05-06	South-Eastern Asia	385	286	0.3325	0.6675	search	search
2017-05-06	Southern Africa	65	50	0.3231	0.6769	search	search
2017-05-06	Southern Asia	387	303	0.3876	0.61240000000000006	search	search
2017-05-06	Southern Europe	191	94	0.4764	0.5236	search	search
2017-05-06	Western Africa	54	47	0.3704	0.6296	search	search
2017-05-06	Western Asia	253	140	0.2846	0.7154	search	search
2017-05-06	Western Europe	523	179	0.457	0.543	search	search
2017-05-07	Australia and New Zealand	110	50	0.5545	0.4455	search	search
2017-05-07	Caribbean	35	26	0.4571	0.5429	search	search
2017-05-07	Central America	115	86	0.3565	0.6435	search	search
2017-05-07	Central Asia	36	20	0.3333	0.6667	search	search
2017-05-07	Eastern Africa	43	33	0.3953	0.6047	search	search
2017-05-07	Eastern Asia	221	104	0.5385	0.4615	search	search
2017-05-07	Eastern Europe	281	138	0.4448	0.5552	search	search
2017-05-07	Melanesia	3	2	0.6667	0.3333	primary links	search
2017-05-07	Micronesia	3	1	0.3333	0.6667	search	search
2017-05-07	Middle Africa	85	71	0.5176	0.4824	search	search
2017-05-07	Northern Africa	182	146	0.3736	0.6264	search	search
2017-05-07	Northern America	2859	1281	0.696	0.304	search	search
2017-05-07	Northern Europe	856	236	0.4217	0.5783	search	search
2017-05-07	South America	215	136	0.414	0.586	search	search
2017-05-07	South-Eastern Asia	386	295	0.3679	0.6321	search	search
2017-05-07	Southern Africa	55	48	0.3455	0.6545	search	search
2017-05-07	Southern Asia	384	308	0.3958	0.6042	search	search
2017-05-07	Southern Europe	196	84	0.4847	0.5153	search	search
2017-05-07	Western Africa	43	38	0.3488	0.6512	search	search
2017-05-07	Western Asia	236	134	0.2797	0.7203	search	search
2017-05-07	Western Europe	587	205	0.4889	0.5111	search	search
2017-05-08	Australia and New Zealand	127	55	0.5827	0.4173	search	search
2017-05-08	Caribbean	37	23	0.5135	0.4865	search	search
2017-05-08	Central America	140	89	0.45	0.55	search	search
2017-05-08	Central Asia	38	33	0.2368	0.7632	search	search
2017-05-08	Eastern Africa	55	44	0.4364	0.5636	search	search
2017-05-08	Eastern Asia	281	106	0.5836	0.4164	search	search
2017-05-08	Eastern Europe	330	161	0.4909	0.5091	search	search
2017-05-08	Melanesia	2	2	0.5	0.5	search	search
2017-05-08	Micronesia	2	1	0.5	0.5	search	search
2017-05-08	Middle Africa	136	117	0.6176	0.3824	search	search
2017-05-08	Northern Africa	194	160	0.3608	0.6392	search	search
2017-05-08	Northern America	3643	1236	0.745	0.255	search	search
2017-05-08	Northern Europe	901	169	0.394	0.606	search	search
2017-05-08	South America	218	133	0.4404	0.5596	primary links	primary links
2017-05-08	South-Eastern Asia	371	269	0.3801	0.6199	search	search
2017-05-08	Southern Africa	43	24	0.4419	0.5581	search	search
2017-05-08	Southern Asia	365	260	0.3945	0.6055	search	search
2017-05-08	Southern Europe	235	91	0.4638	0.5362	search	search
2017-05-08	Western Africa	54	45	0.1852	0.8148	primary links	primary links
2017-05-08	Western Asia	269	148	0.3271	0.6729	search	search
2017-05-08	Western Europe	674	206	0.5504	0.4496	search	search
2017-05-09	Australia and New Zealand	111	46	0.5856	0.4144	search	search
2017-05-09	Caribbean	48	31	0.4583	0.5417	search	search
2017-05-09	Central America	118	77	0.4492	0.5508	search	search
2017-05-09	Central Asia	29	17	0.3793	0.6207	search	search
2017-05-09	Eastern Africa	74	57	0.4459	0.5541	search	search
2017-05-09	Eastern Asia	271	98	0.5055	0.4945	search	search
2017-05-09	Eastern Europe	325	139	0.4554	0.5446	search	search
2017-05-09	Melanesia	4	2	0.5	0.5	search	search
2017-05-09	Micronesia	1	0	0	1	NA	NA
2017-05-09	Middle Africa	108	91	0.5926	0.4074	search	search
2017-05-09	Northern Africa	158	129	0.3861	0.6139	search	search
2017-05-09	Northern America	3334	1049	0.7349	0.2651	search	search
2017-05-09	Northern Europe	963	181	0.4164	0.5836	search	search
2017-05-09	Polynesia	1	0	1	0	primary links	primary links
2017-05-09	South America	205	125	0.3805	0.6195	search	search
2017-05-09	South-Eastern Asia	380	274	0.3395	0.6605	search	search
2017-05-09	Southern Africa	29	16	0.4138	0.5862	search	search
2017-05-09	Southern Asia	389	288	0.4139	0.5861	search	search
2017-05-09	Southern Europe	205	73	0.4439	0.5561	search	search
2017-05-09	Western Africa	52	40	0.4423	0.5577	primary links	search
2017-05-09	Western Asia	245	128	0.3347	0.6653	search	search
2017-05-09	Western Europe	669	167	0.562	0.438	search	search
2017-05-10	Australia and New Zealand	110	36	0.5182	0.4818	search	search
2017-05-10	Caribbean	44	27	0.3409	0.6591	search	search
2017-05-10	Central America	118	80	0.322	0.678	search	search
2017-05-10	Central Asia	25	15	0.32	0.68	search	search
2017-05-10	Eastern Africa	66	53	0.4545	0.5455	search	search
2017-05-10	Eastern Asia	227	97	0.5154	0.4846	search	search
2017-05-10	Eastern Europe	315	136	0.454	0.546	search	search
2017-05-10	Melanesia	1	1	0	1	NA	NA
2017-05-10	Micronesia	1	1	1	0	search	search
2017-05-10	Middle Africa	111	95	0.6036	0.3964	search	search
2017-05-10	Northern Africa	197	164	0.4264	0.5736	search	search
2017-05-10	Northern America	3342	1023	0.7175	0.2825	search	search
2017-05-10	Northern Europe	945	190	0.4159	0.5841	search	search
2017-05-10	South America	223	133	0.4395	0.5605	search	search
2017-05-10	South-Eastern Asia	337	241	0.3591	0.6409	search	search
2017-05-10	Southern Africa	36	21	0.4444	0.5556	search	search
2017-05-10	Southern Asia	398	282	0.4372	0.5628	search	search
2017-05-10	Southern Europe	209	67	0.4545	0.5455	search	search
2017-05-10	Western Africa	40	29	0.175	0.825	search	search
2017-05-10	Western Asia	229	135	0.3581	0.6419	search	search
2017-05-10	Western Europe	680	181	0.5456	0.4544	search	search
2017-05-11	Australia and New Zealand	106	25	0.7075	0.2925	search	search
2017-05-11	Caribbean	56	31	0.5179	0.4821	search	search
2017-05-11	Central America	146	102	0.3288	0.6712	search	search
2017-05-11	Central Asia	38	29	0.3158	0.6842	primary links	primary links
2017-05-11	Eastern Africa	77	56	0.4286	0.5714	search	search
2017-05-11	Eastern Asia	275	93	0.5564	0.4436	search	search
2017-05-11	Eastern Europe	318	128	0.4874	0.5126	search	search
2017-05-11	Melanesia	2	2	0	1	NA	NA
2017-05-11	Middle Africa	121	102	0.6694	0.3306	search	search
2017-05-11	Northern Africa	167	139	0.4132	0.5868	search	search
2017-05-11	Northern America	3420	1056	0.7307	0.2693	search	search
2017-05-11	Northern Europe	890	185	0.4135	0.5865	search	search
2017-05-11	South America	227	132	0.3921	0.6079	search	search
2017-05-11	South-Eastern Asia	364	271	0.3819	0.6181	search	search
2017-05-11	Southern Africa	26	15	0.4231	0.5769	primary links	primary links
2017-05-11	Southern Asia	365	261	0.4521	0.5479	search	search
2017-05-11	Southern Europe	216	88	0.4954	0.5046	search	search
2017-05-11	Western Africa	64	46	0.4062	0.5938	search	search
2017-05-11	Western Asia	251	141	0.3108	0.6892	search	search
2017-05-11	Western Europe	578	158	0.5225	0.4775	search	search
2017-05-12	Australia and New Zealand	79	32	0.5823	0.4177	search	search
2017-05-12	Caribbean	34	21	0.5294	0.4706	search	search
2017-05-12	Central America	146	92	0.4178	0.5822	search	search
2017-05-12	Central Asia	35	31	0.2571	0.7429	search	search
2017-05-12	Eastern Africa	67	52	0.5075	0.4925	search	search
2017-05-12	Eastern Asia	234	90	0.5128	0.4872	search	search
2017-05-12	Eastern Europe	291	116	0.4674	0.5326	search	search
2017-05-12	Melanesia	2	1	0	1	NA	NA
2017-05-12	Middle Africa	114	105	0.5614	0.4386	search	search
2017-05-12	Northern Africa	231	187	0.3853	0.6147	search	search
2017-05-12	Northern America	3348	1097	0.7154	0.2846	search	search
2017-05-12	Northern Europe	956	227	0.3996	0.6004	search	search
2017-05-12	South America	213	115	0.4319	0.5681	search	search
2017-05-12	South-Eastern Asia	330	225	0.3485	0.6515	search	search
2017-05-12	Southern Africa	34	17	0.3529	0.6471	search	search
2017-05-12	Southern Asia	426	301	0.4765	0.5235	search	search
2017-05-12	Southern Europe	183	71	0.4754	0.5246	search	search
2017-05-12	Western Africa	63	54	0.2222	0.7778	search	search
2017-05-12	Western Asia	258	162	0.2829	0.7171	search	search
2017-05-12	Western Europe	593	174	0.5245	0.4755	search	search
2017-05-13	Australia and New Zealand	86	37	0.5581	0.4419	search	search
2017-05-13	Caribbean	32	25	0.7188	0.2812	search	search
2017-05-13	Central America	100	69	0.37	0.63	primary links	primary links
2017-05-13	Central Asia	41	31	0.2927	0.7073	primary links	primary links
2017-05-13	Eastern Africa	63	50	0.3333	0.6667	search	search
2017-05-13	Eastern Asia	228	92	0.5526	0.4474	search	search
2017-05-13	Eastern Europe	275	138	0.4291	0.5709	search	search
2017-05-13	Micronesia	2	1	0.5	0.5	search	search
2017-05-13	Middle Africa	88	76	0.5114	0.4886	search	search
2017-05-13	Northern Africa	152	126	0.4145	0.5855	search	search
2017-05-13	Northern America	2671	1120	0.687	0.313	search	search
2017-05-13	Northern Europe	918	242	0.3813	0.6187	search	search
2017-05-13	South America	205	129	0.4293	0.5707	primary links	primary links
2017-05-13	South-Eastern Asia	383	280	0.3499	0.6501	search	search
2017-05-13	Southern Africa	30	23	0.4	0.6	search	search
2017-05-13	Southern Asia	393	298	0.4097	0.5903	search	search
2017-05-13	Southern Europe	174	74	0.4483	0.5517	search	search
2017-05-13	Western Africa	49	40	0.3878	0.6122	search	search
2017-05-13	Western Asia	251	153	0.3028	0.6972	search	search
2017-05-13	Western Europe	561	192	0.467	0.533	search	search
2017-05-14	Australia and New Zealand	132	61	0.6212	0.3788	search	search
2017-05-14	Caribbean	41	33	0.4878	0.5122	search	search
2017-05-14	Central America	108	82	0.2593	0.7407	search	search
2017-05-14	Central Asia	31	21	0.2903	0.7097	primary links	primary links
2017-05-14	Eastern Africa	65	50	0.4	0.6	primary links	primary links
2017-05-14	Eastern Asia	238	101	0.521	0.479	search	search
2017-05-14	Eastern Europe	295	149	0.5288	0.4712	search	search
2017-05-14	Melanesia	6	5	0.5	0.5	other projects	other projects
2017-05-14	Micronesia	1	1	1	0	search	search
2017-05-14	Middle Africa	99	84	0.6869	0.3131	search	search
2017-05-14	Northern Africa	187	169	0.4332	0.5668	search	search
2017-05-14	Northern America	2678	1196	0.7084	0.2916	search	search
2017-05-14	Northern Europe	890	231	0.4191	0.5809	search	search
2017-05-14	South America	200	130	0.455	0.545	search	search
2017-05-14	South-Eastern Asia	328	259	0.3323	0.6677	search	search
2017-05-14	Southern Africa	33	23	0.5758	0.4242	search	search
2017-05-14	Southern Asia	346	268	0.4191	0.5809	search	search
2017-05-14	Southern Europe	208	79	0.4615	0.5385	search	search
2017-05-14	Western Africa	60	44	0.3667	0.6333	search	search
2017-05-14	Western Asia	376	270	0.3537	0.6463	primary links	primary links
2017-05-14	Western Europe	572	214	0.4948	0.5052	search	search
2017-05-15	Australia and New Zealand	89	27	0.6067	0.3933	search	search
2017-05-15	Caribbean	38	22	0.4211	0.5789	search	search
2017-05-15	Central America	118	81	0.322	0.678	search	search
2017-05-15	Central Asia	38	30	0.3158	0.6842	primary links	primary links
2017-05-15	Eastern Africa	64	39	0.4062	0.5938	search	search
2017-05-15	Eastern Asia	253	86	0.5613	0.4387	search	search
2017-05-15	Eastern Europe	344	143	0.5203	0.4797	search	search
2017-05-15	Melanesia	4	2	0.25	0.75	search	search
2017-05-15	Middle Africa	134	122	0.6343	0.3657	search	search
2017-05-15	Northern Africa	185	144	0.4324	0.5676	search	search
2017-05-15	Northern America	3538	1202	0.7352	0.2648	search	search
2017-05-15	Northern Europe	955	192	0.4325	0.5675	search	search
2017-05-15	South America	255	140	0.4275	0.5725	search	search
2017-05-15	South-Eastern Asia	355	248	0.3634	0.6366	search	search
2017-05-15	Southern Africa	40	23	0.575	0.425	search	search
2017-05-15	Southern Asia	368	267	0.3886	0.6114	search	search
2017-05-15	Southern Europe	190	86	0.5158	0.4842	primary links	primary links
2017-05-15	Western Africa	54	46	0.3889	0.6111	primary links	search
2017-05-15	Western Asia	385	281	0.3117	0.6883	primary links	primary links
2017-05-15	Western Europe	629	154	0.5723	0.4277	search	search
2017-05-16	Australia and New Zealand	120	43	0.6	0.4	search	search
2017-05-16	Caribbean	45	33	0.4667	0.5333	search	search
2017-05-16	Central America	121	78	0.4132	0.5868	search	search
2017-05-16	Central Asia	29	23	0.2414	0.7586	search	primary links
2017-05-16	Eastern Africa	58	43	0.3966	0.6034	search	search
2017-05-16	Eastern Asia	273	103	0.5568	0.4432	search	search
2017-05-16	Eastern Europe	286	120	0.472	0.528	search	search
2017-05-16	Melanesia	3	3	0	1	NA	NA
2017-05-16	Micronesia	1	1	0	1	NA	NA
2017-05-16	Middle Africa	112	107	0.5982	0.4018	search	search
2017-05-16	Northern Africa	182	148	0.4231	0.5769	search	search
2017-05-16	Northern America	3370	1077	0.732	0.268	search	search
2017-05-16	Northern Europe	1060	241	0.4123	0.5877	search	search
2017-05-16	Polynesia	1	1	0	1	NA	NA
2017-05-16	South America	218	128	0.3807	0.6193	primary links	search
2017-05-16	South-Eastern Asia	331	228	0.3233	0.6767	search	search
2017-05-16	Southern Africa	38	21	0.2632	0.7368	search	search
2017-05-16	Southern Asia	419	287	0.4057	0.5943	search	search
2017-05-16	Southern Europe	208	84	0.524	0.476	search	search
2017-05-16	Western Africa	54	43	0.3148	0.6852	search	search
2017-05-16	Western Asia	323	206	0.2879	0.7121	search	search
2017-05-16	Western Europe	655	158	0.5221	0.4779	search	search
2017-05-17	Australia and New Zealand	131	42	0.6336	0.3664	search	search
2017-05-17	Caribbean	42	20	0.5238	0.4762	search	search
2017-05-17	Central America	153	103	0.3203	0.6797	search	search
2017-05-17	Central Asia	39	27	0.1795	0.8205	search	search
2017-05-17	Eastern Africa	85	69	0.4	0.6	search	search
2017-05-17	Eastern Asia	298	90	0.5604	0.4396	search	search
2017-05-17	Eastern Europe	374	125	0.4545	0.5455	search	search
2017-05-17	Melanesia	8	6	0.5	0.5	search	search
2017-05-17	Micronesia	1	0	1	0	search	search
2017-05-17	Middle Africa	106	100	0.6132	0.3868	search	search
2017-05-17	Northern Africa	171	127	0.4035	0.5965	search	search
2017-05-17	Northern America	3590	1123	0.6727	0.3273	search	search
2017-05-17	Northern Europe	959	183	0.4067	0.5933	search	search
2017-05-17	South America	225	134	0.4089	0.5911	primary links	primary links
2017-05-17	South-Eastern Asia	402	264	0.3607	0.6393	search	search
2017-05-17	Southern Africa	47	24	0.3617	0.6383	search	search
2017-05-17	Southern Asia	393	273	0.3944	0.6056	search	search
2017-05-17	Southern Europe	238	89	0.4286	0.5714	search	search
2017-05-17	Western Africa	58	40	0.3966	0.6034	primary links	search
2017-05-17	Western Asia	286	169	0.2762	0.7238	search	search
2017-05-17	Western Europe	684	173	0.4547	0.5453	search	primary links
2017-05-18	Australia and New Zealand	110	42	0.5636	0.4364	search	search
2017-05-18	Caribbean	40	25	0.55	0.45	primary links	search
2017-05-18	Central America	112	71	0.3929	0.6071	search	search
2017-05-18	Central Asia	30	24	0.3	0.7	search	search
2017-05-18	Eastern Africa	65	42	0.5077	0.4923	search	search
2017-05-18	Eastern Asia	283	116	0.5406	0.4594	search	search
2017-05-18	Eastern Europe	344	165	0.4826	0.5174	search	search
2017-05-18	Melanesia	5	5	0.4	0.6	primary links	primary links
2017-05-18	Micronesia	1	0	1	0	search	search
2017-05-18	Middle Africa	98	92	0.5816	0.4184	search	search
2017-05-18	Northern Africa	171	128	0.3918	0.6082	search	search
2017-05-18	Northern America	3532	1183	0.7395	0.2605	search	search
2017-05-18	Northern Europe	967	180	0.4033	0.5967	search	search
2017-05-18	Polynesia	1	0	0	1	NA	NA
2017-05-18	South America	212	107	0.4198	0.5802	primary links	primary links
2017-05-18	South-Eastern Asia	335	248	0.3522	0.6478	search	search
2017-05-18	Southern Africa	35	22	0.4286	0.5714	search	search
2017-05-18	Southern Asia	394	280	0.4391	0.5609	search	search
2017-05-18	Southern Europe	208	78	0.4856	0.5144	search	search
2017-05-18	Western Africa	63	57	0.3492	0.6508	search	search
2017-05-18	Western Asia	269	159	0.3234	0.6766	search	search
2017-05-18	Western Europe	631	150	0.5293	0.4707	search	search
2017-05-19	Australia and New Zealand	106	55	0.6226	0.3774	search	search
2017-05-19	Caribbean	25	15	0.44	0.56	search	search
2017-05-19	Central America	145	88	0.4345	0.5655	search	search
2017-05-19	Central Asia	30	22	0.3333	0.6667	primary links	primary links
2017-05-19	Eastern Africa	66	46	0.4242	0.5758	search	search
2017-05-19	Eastern Asia	280	101	0.4821	0.5179	search	search
2017-05-19	Eastern Europe	296	143	0.4459	0.5541	search	search
2017-05-19	Melanesia	1	1	1	0	search	search
2017-05-19	Micronesia	1	1	0	1	NA	NA
2017-05-19	Middle Africa	111	97	0.5856	0.4144	search	search
2017-05-19	Northern Africa	190	157	0.3421	0.6579	search	search
2017-05-19	Northern America	3220	1095	0.7258	0.2742	search	search
2017-05-19	Northern Europe	909	199	0.3872	0.6128	search	search
2017-05-19	Polynesia	1	1	1	0	primary links	primary links
2017-05-19	South America	223	128	0.435	0.565	primary links	primary links
