date	referrer	pageviews	proportion
2017-04-06	Referred by something other than search engine	100448	0.377
2017-04-06	Referred by a search engine	202732	0.76
2017-04-06	Referred internally (itself or a sister wiki)	44495	0.167
2017-04-06	Direct (not referred by anything)	26329195	98.697
2017-04-07	Referred by something other than search engine	68033	0.252
2017-04-07	Referred by a search engine	183557	0.68
2017-04-07	Referred internally (itself or a sister wiki)	48231	0.179
2017-04-07	Direct (not referred by anything)	26712281	98.89
2017-04-08	Referred by something other than search engine	60838	0.253
2017-04-08	Referred by a search engine	128232	0.534
2017-04-08	Referred internally (itself or a sister wiki)	47737	0.199
2017-04-08	Direct (not referred by anything)	23765110	99.013
2017-04-09	Referred by something other than search engine	63851	0.317
2017-04-09	Referred by a search engine	137193	0.682
2017-04-09	Referred internally (itself or a sister wiki)	42558	0.211
2017-04-09	Direct (not referred by anything)	19879329	98.789
2017-04-10	Referred by something other than search engine	67673	0.281
2017-04-10	Referred by a search engine	195617	0.811
2017-04-10	Referred internally (itself or a sister wiki)	38294	0.159
2017-04-10	Direct (not referred by anything)	23804525	98.749
2017-04-11	Referred by something other than search engine	71069	0.251
2017-04-11	Referred by a search engine	192841	0.681
2017-04-11	Referred internally (itself or a sister wiki)	32339	0.114
2017-04-11	Direct (not referred by anything)	28023884	98.954
2017-04-12	Referred by something other than search engine	79709	0.266
2017-04-12	Referred by a search engine	192782	0.643
2017-04-12	Referred internally (itself or a sister wiki)	33401	0.111
2017-04-12	Direct (not referred by anything)	29682909	98.98
2017-04-13	Referred by something other than search engine	76055	0.275
2017-04-13	Referred by a search engine	185390	0.67
2017-04-13	Referred internally (itself or a sister wiki)	30650	0.111
2017-04-13	Direct (not referred by anything)	27370165	98.944
2017-04-14	Referred by something other than search engine	58933	0.234
2017-04-14	Referred by a search engine	156572	0.622
2017-04-14	Referred internally (itself or a sister wiki)	34489	0.137
2017-04-14	Direct (not referred by anything)	24929420	99.007
2017-04-15	Referred by something other than search engine	58262	0.276
2017-04-15	Referred by a search engine	129461	0.613
2017-04-15	Referred internally (itself or a sister wiki)	30491	0.144
2017-04-15	Direct (not referred by anything)	20914934	98.967
2017-04-16	Referred by something other than search engine	53346	0.271
2017-04-16	Referred by a search engine	135264	0.687
2017-04-16	Referred internally (itself or a sister wiki)	30267	0.154
2017-04-16	Direct (not referred by anything)	19465795	98.888
2017-04-17	Referred by something other than search engine	84323	0.375
2017-04-17	Referred by a search engine	192405	0.855
2017-04-17	Referred internally (itself or a sister wiki)	31394	0.139
2017-04-17	Direct (not referred by anything)	22197362	98.631
2017-04-18	Referred by something other than search engine	68404	0.261
2017-04-18	Referred by a search engine	206362	0.787
2017-04-18	Referred internally (itself or a sister wiki)	33241	0.127
2017-04-18	Direct (not referred by anything)	25915663	98.825
2017-04-19	Referred by something other than search engine	71614	0.262
2017-04-19	Referred by a search engine	208795	0.765
2017-04-19	Referred internally (itself or a sister wiki)	31781	0.116
2017-04-19	Direct (not referred by anything)	26996600	98.857
2017-04-20	Referred by something other than search engine	69707	0.261
2017-04-20	Referred by a search engine	207344	0.777
2017-04-20	Referred internally (itself or a sister wiki)	27887	0.105
2017-04-20	Direct (not referred by anything)	26364268	98.857
2017-04-21	Referred by something other than search engine	99194	0.376
2017-04-21	Referred by a search engine	186108	0.705
2017-04-21	Referred internally (itself or a sister wiki)	28581	0.108
2017-04-21	Direct (not referred by anything)	26070593	98.81
2017-04-22	Referred by something other than search engine	50681	0.217
2017-04-22	Referred by a search engine	131343	0.563
2017-04-22	Referred internally (itself or a sister wiki)	26991	0.116
2017-04-22	Direct (not referred by anything)	23135259	99.105
2017-04-23	Referred by something other than search engine	53029	0.274
2017-04-23	Referred by a search engine	146103	0.755
2017-04-23	Referred internally (itself or a sister wiki)	27142	0.14
2017-04-23	Direct (not referred by anything)	19131382	98.831
2017-04-24	Referred by something other than search engine	66272	0.29
2017-04-24	Referred by a search engine	213423	0.935
2017-04-24	Referred internally (itself or a sister wiki)	28787	0.126
2017-04-24	Direct (not referred by anything)	22526884	98.649
2017-04-25	Referred by something other than search engine	81604	0.311
2017-04-25	Referred by a search engine	216097	0.822
2017-04-25	Referred internally (itself or a sister wiki)	29845	0.114
2017-04-25	Direct (not referred by anything)	25953458	98.754
2017-04-26	Referred by something other than search engine	85076	0.322
2017-04-26	Referred by a search engine	209748	0.793
2017-04-26	Referred internally (itself or a sister wiki)	30803	0.116
2017-04-26	Direct (not referred by anything)	26116364	98.769
2017-04-27	Referred by something other than search engine	80669	0.304
2017-04-27	Referred by a search engine	196014	0.738
2017-04-27	Referred internally (itself or a sister wiki)	32518	0.122
2017-04-27	Direct (not referred by anything)	26237063	98.835
2017-04-28	Referred by something other than search engine	77011	0.293
2017-04-28	Referred by a search engine	175151	0.667
2017-04-28	Referred internally (itself or a sister wiki)	30241	0.115
2017-04-28	Direct (not referred by anything)	25994776	98.925
2017-04-29	Referred by something other than search engine	73152	0.318
2017-04-29	Referred by a search engine	136560	0.594
2017-04-29	Referred internally (itself or a sister wiki)	28440	0.124
2017-04-29	Direct (not referred by anything)	22765077	98.965
2017-04-30	Referred by something other than search engine	66117	0.352
2017-04-30	Referred by a search engine	138393	0.736
2017-04-30	Referred internally (itself or a sister wiki)	28753	0.153
2017-04-30	Direct (not referred by anything)	18572702	98.76
2017-05-01	Referred by something other than search engine	63260	0.281
2017-05-01	Referred by a search engine	193645	0.861
2017-05-01	Referred internally (itself or a sister wiki)	32989	0.147
2017-05-01	Direct (not referred by anything)	22197851	98.711
2017-05-02	Referred by something other than search engine	63796	0.244
2017-05-02	Referred by a search engine	202281	0.773
2017-05-02	Referred internally (itself or a sister wiki)	32313	0.123
2017-05-02	Direct (not referred by anything)	25869215	98.86
2017-05-03	Referred by something other than search engine	62469	0.214
2017-05-03	Referred by a search engine	199255	0.683
2017-05-03	Referred internally (itself or a sister wiki)	32534	0.112
2017-05-03	Direct (not referred by anything)	28875421	98.991
2017-05-04	Referred by something other than search engine	67489	0.198
2017-05-04	Referred by a search engine	198345	0.581
2017-05-04	Referred internally (itself or a sister wiki)	30976	0.091
2017-05-04	Direct (not referred by anything)	33830181	99.13
2017-05-05	Referred by something other than search engine	71828	0.253
2017-05-05	Referred by a search engine	178094	0.628
2017-05-05	Referred internally (itself or a sister wiki)	31402	0.111
2017-05-05	Direct (not referred by anything)	28065081	99.008
2017-05-06	Referred by something other than search engine	64333	0.282
2017-05-06	Referred by a search engine	131285	0.575
2017-05-06	Referred internally (itself or a sister wiki)	28801	0.126
2017-05-06	Direct (not referred by anything)	22611162	99.017
2017-05-07	Referred by something other than search engine	59401	0.32
2017-05-07	Referred by a search engine	141782	0.764
2017-05-07	Referred internally (itself or a sister wiki)	29025	0.156
2017-05-07	Direct (not referred by anything)	18329132	98.76
2017-05-08	Referred by something other than search engine	62361	0.277
2017-05-08	Referred by a search engine	207782	0.922
2017-05-08	Referred internally (itself or a sister wiki)	30849	0.137
2017-05-08	Direct (not referred by anything)	22233920	98.664
2017-05-09	Referred by something other than search engine	61648	0.233
2017-05-09	Referred by a search engine	201633	0.763
2017-05-09	Referred internally (itself or a sister wiki)	30649	0.116
2017-05-09	Direct (not referred by anything)	26137635	98.888
2017-05-10	Referred by something other than search engine	69217	0.244
2017-05-10	Referred by a search engine	204686	0.721
2017-05-10	Referred internally (itself or a sister wiki)	30799	0.108
2017-05-10	Direct (not referred by anything)	28095078	98.927
2017-05-11	Referred by something other than search engine	63475	0.199
2017-05-11	Referred by a search engine	207784	0.65
2017-05-11	Referred internally (itself or a sister wiki)	31578	0.099
2017-05-11	Direct (not referred by anything)	31651341	99.052
2017-05-12	Referred by something other than search engine	61593	0.229
2017-05-12	Referred by a search engine	189022	0.702
2017-05-12	Referred internally (itself or a sister wiki)	30452	0.113
2017-05-12	Direct (not referred by anything)	26654932	98.957
2017-05-13	Referred by something other than search engine	55799	0.255
2017-05-13	Referred by a search engine	131833	0.603
2017-05-13	Referred internally (itself or a sister wiki)	29425	0.135
2017-05-13	Direct (not referred by anything)	21635032	99.007
2017-05-14	Referred by something other than search engine	59414	0.335
2017-05-14	Referred by a search engine	165730	0.934
2017-05-14	Referred internally (itself or a sister wiki)	33405	0.188
2017-05-14	Direct (not referred by anything)	17492589	98.543
2017-05-15	Referred by something other than search engine	66478	0.309
2017-05-15	Referred by a search engine	209382	0.975
2017-05-15	Referred internally (itself or a sister wiki)	30479	0.142
2017-05-15	Direct (not referred by anything)	21173558	98.574
2017-05-16	Referred by something other than search engine	64481	0.255
2017-05-16	Referred by a search engine	205794	0.814
2017-05-16	Referred internally (itself or a sister wiki)	30033	0.119
2017-05-16	Direct (not referred by anything)	24975999	98.812
2017-05-17	Referred by something other than search engine	93634	0.371
2017-05-17	Referred by a search engine	214165	0.848
2017-05-17	Referred internally (itself or a sister wiki)	41277	0.163
2017-05-17	Direct (not referred by anything)	24917159	98.618
2017-05-18	Referred by something other than search engine	59450	0.236
2017-05-18	Referred by a search engine	212883	0.844
2017-05-18	Referred internally (itself or a sister wiki)	30719	0.122
2017-05-18	Direct (not referred by anything)	24925876	98.799
2017-05-19	Referred by something other than search engine	51309	0.208
2017-05-19	Referred by a search engine	184836	0.748
2017-05-19	Referred internally (itself or a sister wiki)	30337	0.123
2017-05-19	Direct (not referred by anything)	24444557	98.922
2017-05-20	Referred by something other than search engine	41456	0.2
2017-05-20	Referred by a search engine	136440	0.658
2017-05-20	Referred internally (itself or a sister wiki)	28772	0.139
2017-05-20	Direct (not referred by anything)	20532140	99.003
2017-05-21	Referred by something other than search engine	43058	0.248
2017-05-21	Referred by a search engine	156854	0.903
2017-05-21	Referred internally (itself or a sister wiki)	30990	0.178
2017-05-21	Direct (not referred by anything)	17134325	98.67
2017-05-22	Referred by something other than search engine	52653	0.248
2017-05-22	Referred by a search engine	202616	0.953
2017-05-22	Referred internally (itself or a sister wiki)	32161	0.151
2017-05-22	Direct (not referred by anything)	20963450	98.647
2017-05-23	Referred by something other than search engine	52297	0.212
2017-05-23	Referred by a search engine	208676	0.846
2017-05-23	Referred internally (itself or a sister wiki)	34203	0.139
2017-05-23	Direct (not referred by anything)	24379138	98.804
2017-05-24	Referred by something other than search engine	50386	0.204
2017-05-24	Referred by a search engine	190404	0.77
2017-05-24	Referred internally (itself or a sister wiki)	28438	0.115
2017-05-24	Direct (not referred by anything)	24470833	98.912
2017-05-25	Referred by something other than search engine	46818	0.19
2017-05-25	Referred by a search engine	179110	0.727
2017-05-25	Referred internally (itself or a sister wiki)	38189	0.155
2017-05-25	Direct (not referred by anything)	24388666	98.929
2017-05-26	Referred by something other than search engine	44035	0.19
2017-05-26	Referred by a search engine	161851	0.699
2017-05-26	Referred internally (itself or a sister wiki)	28895	0.125
2017-05-26	Direct (not referred by anything)	22924745	98.986
2017-05-27	Referred by something other than search engine	37506	0.2
2017-05-27	Referred by a search engine	129162	0.687
2017-05-27	Referred internally (itself or a sister wiki)	27049	0.144
2017-05-27	Direct (not referred by anything)	18599418	98.969
2017-05-28	Referred by something other than search engine	38520	0.24
2017-05-28	Referred by a search engine	130398	0.812
2017-05-28	Referred internally (itself or a sister wiki)	32656	0.203
2017-05-28	Direct (not referred by anything)	15860089	98.745
2017-05-29	Referred by something other than search engine	44020	0.267
2017-05-29	Referred by a search engine	160848	0.975
2017-05-29	Referred internally (itself or a sister wiki)	29366	0.178
2017-05-29	Direct (not referred by anything)	16255182	98.579
2017-05-30	Referred by something other than search engine	47361	0.25
2017-05-30	Referred by a search engine	178883	0.944
2017-05-30	Referred internally (itself or a sister wiki)	32798	0.173
2017-05-30	Direct (not referred by anything)	18691749	98.633
2017-05-31	Referred by something other than search engine	48103	0.228
2017-05-31	Referred by a search engine	174193	0.825
2017-05-31	Referred internally (itself or a sister wiki)	28624	0.136
2017-05-31	Direct (not referred by anything)	20872334	98.812
2017-06-01	Referred by something other than search engine	51771	0.251
2017-06-01	Referred by a search engine	201158	0.975
2017-06-01	Referred internally (itself or a sister wiki)	31500	0.153
2017-06-01	Direct (not referred by anything)	20357406	98.622
2017-06-02	Referred by something other than search engine	44479	0.224
2017-06-02	Referred by a search engine	156702	0.787
2017-06-02	Referred internally (itself or a sister wiki)	29497	0.148
2017-06-02	Direct (not referred by anything)	19668318	98.841
2017-06-03	Referred by something other than search engine	42223	0.242
2017-06-03	Referred by a search engine	130557	0.749
2017-06-03	Referred internally (itself or a sister wiki)	25562	0.147
2017-06-03	Direct (not referred by anything)	17240727	98.863
2017-06-04	Referred by something other than search engine	42103	0.27
2017-06-04	Referred by a search engine	132985	0.851
2017-06-04	Referred internally (itself or a sister wiki)	30315	0.194
2017-06-04	Direct (not referred by anything)	15415446	98.685
2017-06-05	Referred by something other than search engine	45701	0.26
2017-06-05	Referred by a search engine	173101	0.983
2017-06-05	Referred internally (itself or a sister wiki)	26644	0.151
2017-06-05	Direct (not referred by anything)	17363164	98.606
2017-06-06	Referred by something other than search engine	48583	0.243
2017-06-06	Referred by a search engine	173102	0.867
2017-06-06	Referred internally (itself or a sister wiki)	30159	0.151
2017-06-06	Direct (not referred by anything)	19720623	98.739
2017-06-07	Referred by something other than search engine	44436	0.232
2017-06-07	Referred by a search engine	171170	0.893
2017-06-07	Referred internally (itself or a sister wiki)	27912	0.146
2017-06-07	Direct (not referred by anything)	18927207	98.73
2017-06-08	Referred by something other than search engine	45536	0.238
2017-06-08	Referred by a search engine	163182	0.852
2017-06-08	Referred internally (itself or a sister wiki)	29581	0.154
2017-06-08	Direct (not referred by anything)	18925625	98.757
2017-06-09	Referred by something other than search engine	44832	0.234
2017-06-09	Referred by a search engine	149633	0.781
2017-06-09	Referred internally (itself or a sister wiki)	28256	0.148
2017-06-09	Direct (not referred by anything)	18933099	98.837
2017-06-10	Referred by something other than search engine	39253	0.225
2017-06-10	Referred by a search engine	118262	0.678
2017-06-10	Referred internally (itself or a sister wiki)	24890	0.143
2017-06-10	Direct (not referred by anything)	17247875	98.954
2017-06-11	Referred by something other than search engine	42775	0.265
2017-06-11	Referred by a search engine	128366	0.795
2017-06-11	Referred internally (itself or a sister wiki)	25330	0.157
2017-06-11	Direct (not referred by anything)	15951234	98.783
2017-06-12	Referred by something other than search engine	48041	0.266
2017-06-12	Referred by a search engine	168350	0.933
2017-06-12	Referred internally (itself or a sister wiki)	27602	0.153
2017-06-12	Direct (not referred by anything)	17791579	98.647
2017-06-13	Referred by something other than search engine	49640	0.253
2017-06-13	Referred by a search engine	164205	0.838
2017-06-13	Referred internally (itself or a sister wiki)	28537	0.146
2017-06-13	Direct (not referred by anything)	19363665	98.764
2017-06-14	Referred by something other than search engine	50013	0.25
2017-06-14	Referred by a search engine	159944	0.8
2017-06-14	Referred internally (itself or a sister wiki)	29435	0.147
2017-06-14	Direct (not referred by anything)	19760147	98.803
2017-06-15	Referred by something other than search engine	49578	0.238
2017-06-15	Referred by a search engine	153611	0.739
2017-06-15	Referred internally (itself or a sister wiki)	28752	0.138
2017-06-15	Direct (not referred by anything)	20558023	98.884
2017-06-16	Referred by something other than search engine	46327	0.25
2017-06-16	Referred by a search engine	143341	0.774
2017-06-16	Referred internally (itself or a sister wiki)	28816	0.156
2017-06-16	Direct (not referred by anything)	18291603	98.82
2017-06-17	Referred by something other than search engine	57023	0.349
2017-06-17	Referred by a search engine	111252	0.681
2017-06-17	Referred internally (itself or a sister wiki)	27396	0.168
2017-06-17	Direct (not referred by anything)	16139454	98.802
2017-06-18	Referred by something other than search engine	39473	0.254
2017-06-18	Referred by a search engine	114857	0.74
2017-06-18	Referred internally (itself or a sister wiki)	27435	0.177
2017-06-18	Direct (not referred by anything)	15339994	98.829
2017-06-19	Referred by something other than search engine	54988	0.336
2017-06-19	Referred by a search engine	152908	0.934
2017-06-19	Referred internally (itself or a sister wiki)	30520	0.186
2017-06-19	Direct (not referred by anything)	16139969	98.544
2017-06-20	Referred by something other than search engine	56977	0.317
2017-06-20	Referred by a search engine	155823	0.868
2017-06-20	Referred internally (itself or a sister wiki)	28993	0.161
2017-06-20	Direct (not referred by anything)	17713089	98.653
2017-06-21	Referred by something other than search engine	57031	0.233
2017-06-21	Referred by a search engine	158003	0.645
2017-06-21	Referred internally (itself or a sister wiki)	29820	0.122
2017-06-21	Direct (not referred by anything)	24263277	99.001
2017-06-22	Referred by something other than search engine	54570	0.283
2017-06-22	Referred by a search engine	144574	0.749
2017-06-22	Referred internally (itself or a sister wiki)	33427	0.173
2017-06-22	Direct (not referred by anything)	19069899	98.795
2017-06-23	Referred by something other than search engine	54776	0.323
2017-06-23	Referred by a search engine	136042	0.802
2017-06-23	Referred internally (itself or a sister wiki)	24888	0.147
2017-06-23	Direct (not referred by anything)	16747465	98.728
2017-06-24	Referred by something other than search engine	39462	0.254
2017-06-24	Referred by a search engine	113663	0.731
2017-06-24	Referred internally (itself or a sister wiki)	22619	0.145
2017-06-24	Direct (not referred by anything)	15372475	98.87
2017-06-25	Referred by something other than search engine	41253	0.256
2017-06-25	Referred by a search engine	116372	0.723
2017-06-25	Referred internally (itself or a sister wiki)	23420	0.146
2017-06-25	Direct (not referred by anything)	15907761	98.875
2017-06-26	Referred by something other than search engine	54506	0.308
2017-06-26	Referred by a search engine	146547	0.829
2017-06-26	Referred internally (itself or a sister wiki)	27137	0.153
2017-06-26	Direct (not referred by anything)	17459819	98.71
2017-06-27	Referred by something other than search engine	51725	0.269
2017-06-27	Referred by a search engine	147691	0.768
2017-06-27	Referred internally (itself or a sister wiki)	26453	0.138
2017-06-27	Direct (not referred by anything)	18997056	98.825
2017-06-28	Referred by something other than search engine	53916	0.293
2017-06-28	Referred by a search engine	149782	0.813
2017-06-28	Referred internally (itself or a sister wiki)	25167	0.137
2017-06-28	Direct (not referred by anything)	18192339	98.758
2017-06-29	Referred by something other than search engine	52344	0.299
2017-06-29	Referred by a search engine	141919	0.81
2017-06-29	Referred internally (itself or a sister wiki)	26563	0.152
2017-06-29	Direct (not referred by anything)	17306604	98.74
2017-06-30	Referred by something other than search engine	48994	0.28
2017-06-30	Referred by a search engine	138164	0.791
2017-06-30	Referred internally (itself or a sister wiki)	25850	0.148
2017-06-30	Direct (not referred by anything)	17259413	98.781
2017-07-01	Referred by something other than search engine	39340	0.243
2017-07-01	Referred by a search engine	113107	0.699
2017-07-01	Referred internally (itself or a sister wiki)	24132	0.149
2017-07-01	Direct (not referred by anything)	16013802	98.909
2017-07-02	Referred by something other than search engine	38628	0.244
2017-07-02	Referred by a search engine	120067	0.759
2017-07-02	Referred internally (itself or a sister wiki)	24602	0.156
2017-07-02	Direct (not referred by anything)	15636800	98.841
2017-07-03	Referred by something other than search engine	51833	0.307
2017-07-03	Referred by a search engine	139745	0.829
2017-07-03	Referred internally (itself or a sister wiki)	27689	0.164
2017-07-03	Direct (not referred by anything)	16643735	98.7
2017-07-04	Referred by something other than search engine	49106	0.29
2017-07-04	Referred by a search engine	144358	0.854
2017-07-04	Referred internally (itself or a sister wiki)	26906	0.159
2017-07-04	Direct (not referred by anything)	16689203	98.697
2017-07-05	Referred by something other than search engine	58603	0.309
2017-07-05	Referred by a search engine	151666	0.799
2017-07-05	Referred internally (itself or a sister wiki)	26783	0.141
2017-07-05	Direct (not referred by anything)	18735109	98.751
2017-07-06	Referred by something other than search engine	50722	0.215
2017-07-06	Referred by a search engine	145194	0.615
2017-07-06	Referred internally (itself or a sister wiki)	34018	0.144
2017-07-06	Direct (not referred by anything)	23389755	99.027
2017-07-07	Referred by something other than search engine	50681	0.274
2017-07-07	Referred by a search engine	137444	0.744
2017-07-07	Referred internally (itself or a sister wiki)	40331	0.218
2017-07-07	Direct (not referred by anything)	18249596	98.764
2017-07-08	Referred by something other than search engine	40245	0.249
2017-07-08	Referred by a search engine	115692	0.716
2017-07-08	Referred internally (itself or a sister wiki)	38964	0.241
2017-07-08	Direct (not referred by anything)	15954270	98.793
2017-07-09	Referred by something other than search engine	38118	0.249
2017-07-09	Referred by a search engine	119352	0.78
2017-07-09	Referred internally (itself or a sister wiki)	39391	0.257
2017-07-09	Direct (not referred by anything)	15107925	98.714
2017-07-10	Referred by something other than search engine	50680	0.313
2017-07-10	Referred by a search engine	152633	0.943
2017-07-10	Referred internally (itself or a sister wiki)	42020	0.26
2017-07-10	Direct (not referred by anything)	15940864	98.484
2017-07-11	Referred by something other than search engine	53885	0.313
2017-07-11	Referred by a search engine	154023	0.895
2017-07-11	Referred internally (itself or a sister wiki)	42746	0.248
2017-07-11	Direct (not referred by anything)	16953851	98.543
2017-07-12	Referred by something other than search engine	55948	0.331
2017-07-12	Referred by a search engine	163447	0.967
2017-07-12	Referred internally (itself or a sister wiki)	41996	0.249
2017-07-12	Direct (not referred by anything)	16637550	98.453
2017-07-13	Referred by something other than search engine	52028	0.307
2017-07-13	Referred by a search engine	162969	0.96
2017-07-13	Referred internally (itself or a sister wiki)	41674	0.246
2017-07-13	Direct (not referred by anything)	16715346	98.488
2017-07-14	Referred by something other than search engine	50397	0.306
2017-07-14	Referred by a search engine	151455	0.92
2017-07-14	Referred internally (itself or a sister wiki)	40567	0.246
2017-07-14	Direct (not referred by anything)	16225514	98.528
2017-07-15	Referred by something other than search engine	37421	0.233
2017-07-15	Referred by a search engine	129428	0.806
2017-07-15	Referred internally (itself or a sister wiki)	39056	0.243
2017-07-15	Direct (not referred by anything)	15851819	98.718
2017-07-16	Referred by something other than search engine	37104	0.235
2017-07-16	Referred by a search engine	122744	0.779
2017-07-16	Referred internally (itself or a sister wiki)	39134	0.248
2017-07-16	Direct (not referred by anything)	15559636	98.737
2017-07-17	Referred by something other than search engine	50062	0.297
2017-07-17	Referred by a search engine	162421	0.964
2017-07-17	Referred internally (itself or a sister wiki)	42037	0.25
2017-07-17	Direct (not referred by anything)	16590600	98.489
2017-07-18	Referred by something other than search engine	49514	0.301
2017-07-18	Referred by a search engine	147624	0.898
2017-07-18	Referred internally (itself or a sister wiki)	42176	0.257
2017-07-18	Direct (not referred by anything)	16198674	98.544
2017-07-19	Referred by something other than search engine	52561	0.318
2017-07-19	Referred by a search engine	146580	0.888
2017-07-19	Referred internally (itself or a sister wiki)	41935	0.254
2017-07-19	Direct (not referred by anything)	16271023	98.54
2017-07-20	Referred by something other than search engine	54225	0.33
2017-07-20	Referred by a search engine	154657	0.942
2017-07-20	Referred internally (itself or a sister wiki)	43319	0.264
2017-07-20	Direct (not referred by anything)	16174240	98.465
2017-07-21	Referred by something other than search engine	51993	0.329
2017-07-21	Referred by a search engine	138560	0.877
2017-07-21	Referred internally (itself or a sister wiki)	40983	0.259
2017-07-21	Direct (not referred by anything)	15569981	98.535
2017-07-22	Referred by something other than search engine	44099	0.312
2017-07-22	Referred by a search engine	123497	0.872
2017-07-22	Referred internally (itself or a sister wiki)	38857	0.274
2017-07-22	Direct (not referred by anything)	13950452	98.542
2017-07-23	Referred by something other than search engine	42066	0.306
2017-07-23	Referred by a search engine	122205	0.888
2017-07-23	Referred internally (itself or a sister wiki)	39606	0.288
2017-07-23	Direct (not referred by anything)	13556885	98.518
